alias_id,place_id,alias
A_07008,P_1051,민박
A_07009,P_1052,안녕감귤 제주독채펜션
A_07010,P_1052,안녕감귤
A_07011,P_1052,독채펜션
A_07012,P_1052,단독펜션
A_07013,P_1052,펜션
A_07014,P_1052,숙소
A_07015,P_1052,민박
A_07016,P_1053,독채펜션
A_07017,P_1053,단독펜션
A_07018,P_1053,펜션
A_07019,P_1053,숙소
A_07020,P_1053,안녕김녕아
A_07021,P_1053,민박
A_07022,P_1054,"캠핑,야영장"
A_07023,P_1054,캠핑장
A_07024,P_1054,캠핑
A_07025,P_1054,차박
A_07026,P_1054,어라운드폴리
A_07027,P_1054,글램핑
A_07028,P_1054,오토캠핑
A_07029,P_1054,야영장
A_07030,P_1055,어해촌게스트하우스
A_07031,P_1055,게하
A_07032,P_1055,게스트하우스
A_07033,P_1055,배낭여행
A_07034,P_1055,도미토리
A_07035,P_1055,숙소
A_07036,P_1056,호텔
A_07037,P_1056,특급호텔
A_07038,P_1056,에이바 호텔 제주 함덕
A_07039,P_1056,에이바
A_07040,P_1056,성급호텔
A_07041,P_1056,호캉스
A_07042,P_1056,숙소
A_07043,P_1057,독채펜션
A_07044,P_1057,단독펜션
A_07045,P_1057,숙소
A_07046,P_1057,펜션
A_07047,P_1057,에이지하우스키즈
A_07048,P_1057,민박
A_07049,P_1058,독채펜션
A_07050,P_1058,단독펜션
A_07051,P_1058,민박
A_07052,P_1058,펜션
A_07053,P_1058,숙소
A_07054,P_1058,에제르휴
A_07055,P_1059,독채펜션
A_07056,P_1059,단독펜션
A_07057,P_1059,펜션
A_07058,P_1059,여기가우도
A_07059,P_1059,숙소
A_07060,P_1059,민박
A_07061,P_1060,여울목 게스트하우스
A_07062,P_1060,여울목
A_07063,P_1060,펜션
A_07064,P_1060,농어촌민박
A_07065,P_1060,숙소
A_07066,P_1060,민박
A_07067,P_1061,여유를담다 동쪽 감성 숙소 구좌 세화 대가족 스테이
A_07068,P_1061,독채펜션
A_07069,P_1061,단독펜션
A_07070,P_1061,펜션
A_07071,P_1061,숙소
A_07072,P_1061,여유를담다
A_07073,P_1061,민박
A_07074,P_1062,콘도미니엄
A_07075,P_1062,리조트
A_07076,P_1062,예그리나리조트
A_07077,P_1062,콘도
A_07078,P_1062,숙소
A_07079,P_1062,"콘도,리조트"
A_07080,P_1062,호캉스
A_07081,P_1063,독채펜션
A_07082,P_1063,단독펜션
A_07083,P_1063,숙소
A_07084,P_1063,펜션
A_07085,P_1063,오를
A_07086,P_1063,민박
A_07087,P_1064,콘도미니엄
A_07088,P_1064,리조트
A_07089,P_1064,오션스퀘어
A_07090,P_1064,콘도
A_07091,P_1064,숙소
A_07092,P_1064,"콘도,리조트"
A_07093,P_1064,오션스퀘어 리조트
A_07094,P_1064,호캉스
A_07095,P_1065,콘도미니엄
A_07096,P_1065,리조트
A_07097,P_1065,콘도
A_07098,P_1065,오션스타
A_07099,P_1065,숙소
A_07100,P_1065,"콘도,리조트"
A_07101,P_1065,호캉스
A_07102,P_1066,호텔
A_07103,P_1066,특급호텔
A_07104,P_1066,오션호텔
A_07105,P_1066,성급호텔
A_07106,P_1066,호캉스
A_07107,P_1066,숙소
A_07108,P_1067,독채펜션
A_07109,P_1067,단독펜션
A_07110,P_1067,펜션
A_07111,P_1067,오아시아
A_07112,P_1067,숙소
A_07113,P_1067,민박
A_07114,P_1068,게하
A_07115,P_1068,숙소
A_07116,P_1068,게스트하우스
A_07117,P_1068,배낭여행
A_07118,P_1068,온더스톤
A_07119,P_1068,도미토리
A_07120,P_1068,온더스톤 게스트하우스 제주성산일출봉점
A_07121,P_1069,온새미로
A_07122,P_1069,독채펜션
A_07123,P_1069,단독펜션
A_07124,P_1069,펜션
A_07125,P_1069,숙소
A_07126,P_1069,민박
A_07127,P_1070,온평리에펜션
A_07128,P_1070,독채펜션
A_07129,P_1070,단독펜션
A_07130,P_1070,펜션
A_07131,P_1070,숙소
A_07132,P_1070,민박
A_07133,P_1071,온휴가
A_07134,P_1072,독채펜션
A_07135,P_1072,단독펜션
A_07136,P_1072,올더버드
A_07137,P_1072,펜션
A_07138,P_1072,숙소
A_07139,P_1072,민박
A_07140,P_1073,게하
A_07141,P_1073,숙소
A_07142,P_1073,게스트하우스
A_07143,P_1073,배낭여행
A_07144,P_1073,와락 게스트하우스
A_07145,P_1073,도미토리
A_07146,P_1073,와락
A_07147,P_1074,게하
A_07148,P_1074,숙소
A_07149,P_1074,게스트하우스
A_07150,P_1074,배낭여행
A_07151,P_1074,도미토리
A_07152,P_1074,와하하게스트하우스
A_07153,P_1075,독채펜션
A_07154,P_1075,단독펜션
A_07155,P_1075,펜션
A_07156,P_1075,숙소
A_07157,P_1075,우도고래펜션
A_07158,P_1075,민박
A_07159,P_1076,독채펜션
A_07160,P_1076,단독펜션
A_07161,P_1076,우도다올펜션
A_07162,P_1076,펜션
A_07163,P_1076,숙소
A_07164,P_1076,민박
A_07165,P_1077,게하
A_07166,P_1077,게스트하우스
A_07167,P_1077,우도리조트
A_07168,P_1077,배낭여행
A_07169,P_1077,도미토리
A_07170,P_1077,숙소
A_07171,P_1078,독채펜션
A_07172,P_1078,단독펜션
A_07173,P_1078,펜션
A_07174,P_1078,우도모닝펜션
A_07175,P_1078,숙소
A_07176,P_1078,민박
A_07177,P_1079,우도바당별
A_07178,P_1079,펜션
A_07179,P_1079,농어촌민박
A_07180,P_1079,숙소
A_07181,P_1079,민박
A_07182,P_1080,우도별장펜션풀하우스
A_07183,P_1080,펜션
A_07184,P_1080,농어촌민박
A_07185,P_1080,숙소
A_07186,P_1080,민박
A_07187,P_1081,독채펜션
A_07188,P_1081,단독펜션
A_07189,P_1081,펜션
A_07190,P_1081,숙소
A_07191,P_1081,우도사랑펜션
A_07192,P_1081,민박
A_07193,P_1082,게하
A_07194,P_1082,우도쉼팡 게스트하우스
A_07195,P_1082,게스트하우스
A_07196,P_1082,우도쉼팡
A_07197,P_1082,배낭여행
A_07198,P_1082,도미토리
A_07199,P_1082,숙소
A_07200,P_1083,독채펜션
A_07201,P_1083,단독펜션
A_07202,P_1083,펜션
A_07203,P_1083,우도펜션해연
A_07204,P_1083,숙소
A_07205,P_1083,민박
A_07206,P_1084,독채펜션
A_07207,P_1084,단독펜션
A_07208,P_1084,우도피아 펜션
A_07209,P_1084,우도피아
A_07210,P_1084,펜션
A_07211,P_1084,숙소
A_07212,P_1084,민박
A_07213,P_1085,숙소
A_07214,P_1085,펜션
A_07215,P_1085,농어촌민박
A_07216,P_1085,우도화이트하우스민박
A_07217,P_1085,민박
A_07218,P_1086,펜션
A_07219,P_1086,농어촌민박
A_07220,P_1086,숙소
A_07221,P_1086,월랑소운
A_07222,P_1086,민박
A_07223,P_1087,독채펜션
A_07224,P_1087,단독펜션
A_07225,P_1087,월정소랑
A_07226,P_1087,월정소랑 제주독채펜션
A_07227,P_1087,펜션
A_07228,P_1087,숙소
A_07229,P_1087,민박
A_07230,P_1088,펜션
A_07231,P_1088,월정풍경
A_07232,P_1088,농어촌민박
A_07233,P_1088,숙소
A_07234,P_1088,민박
A_07235,P_1089,유우스테이
A_07236,P_1090,파스타
A_07237,P_1090,서양음식
A_07238,P_1090,스테이크
A_07239,P_1090,양식
A_07240,P_1090,이런날엔
A_07241,P_1091,임미임미
A_07242,P_1092,콘도미니엄
A_07243,P_1092,리조트
A_07244,P_1092,콘도
A_07245,P_1092,숙소
A_07246,P_1092,"콘도,리조트"
A_07247,P_1092,자연하우스리조트
A_07248,P_1092,호캉스
A_07249,P_1093,독채펜션
A_07250,P_1093,단독펜션
A_07251,P_1093,제주
A_07252,P_1093,펜션
A_07253,P_1093,제주 여기머물다 오션뷰펜션
A_07254,P_1093,숙소
A_07255,P_1093,민박
A_07256,P_1094,제주감성독채숙소
A_07257,P_1094,제주감성독채숙소 스테이비움
A_07258,P_1095,독채펜션
A_07259,P_1095,단독펜션
A_07260,P_1095,펜션
A_07261,P_1095,제주감성숙소 동쪽독채펜션 휴운
A_07262,P_1095,숙소
A_07263,P_1095,제주감성숙소
A_07264,P_1095,민박
A_07265,P_1096,독채펜션
A_07266,P_1096,단독펜션
A_07267,P_1096,펜션
A_07268,P_1096,숙소
A_07269,P_1096,제주감성숙소
A_07270,P_1096,제주감성숙소 월정주택
A_07271,P_1096,민박
A_07272,P_1097,제주감성자쿠지독채스테이
A_07273,P_1097,제주감성자쿠지독채스테이 그슬
A_07274,P_1098,제주게스트하우스
A_07275,P_1098,게하
A_07276,P_1098,게스트하우스
A_07277,P_1098,제주게스트하우스 난산리큰집&amp;일이오구
A_07278,P_1098,배낭여행
A_07279,P_1098,도미토리
A_07280,P_1098,숙소
A_07281,P_1099,제주김녕한달
A_07282,P_1099,펜션
A_07283,P_1099,농어촌민박
A_07284,P_1099,숙소
A_07285,P_1099,민박
A_07286,P_1100,제주달로와
A_07287,P_1100,독채펜션
A_07288,P_1100,단독펜션
A_07289,P_1100,펜션
A_07290,P_1100,숙소
A_07291,P_1100,민박
A_07292,P_1101,독채펜션
A_07293,P_1101,단독펜션
A_07294,P_1101,제주더썸플러스풀빌라
A_07295,P_1101,제주더썸플러스풀빌라 수산
A_07296,P_1101,펜션
A_07297,P_1101,숙소
A_07298,P_1101,민박
A_07299,P_1102,독채펜션
A_07300,P_1102,단독펜션
A_07301,P_1102,제주더썸플러스풀빌라
A_07302,P_1102,펜션
A_07303,P_1102,제주더썸플러스풀빌라 온평
A_07304,P_1102,숙소
A_07305,P_1102,민박
A_07306,P_1103,게하
A_07307,P_1103,게스트하우스
A_07308,P_1103,도미토리
A_07309,P_1103,배낭여행
A_07310,P_1103,제주도
A_07311,P_1103,제주도 게스트하우스 스테이튠
A_07312,P_1103,숙소
A_07313,P_1104,게하
A_07314,P_1104,게스트하우스
A_07315,P_1104,제주도 게스트하우스 파티 바랑쉬 성산점
A_07316,P_1104,배낭여행
A_07317,P_1104,제주도
A_07318,P_1104,도미토리
A_07319,P_1104,숙소
A_07320,P_1105,제주도게스트하우스친절한경배씨
A_07321,P_1105,게하
A_07322,P_1105,게스트하우스
A_07323,P_1105,배낭여행
A_07324,P_1105,도미토리
A_07325,P_1105,숙소
A_07326,P_1106,게하
A_07327,P_1106,게스트하우스
A_07328,P_1106,제주도게스트하우스파티 유로민박
A_07329,P_1106,배낭여행
A_07330,P_1106,제주도게스트하우스파티
A_07331,P_1106,도미토리
A_07332,P_1106,숙소
A_07333,P_1107,제주도독채펜션
A_07334,P_1107,독채펜션
A_07335,P_1107,단독펜션
A_07336,P_1107,펜션
A_07337,P_1107,숙소
A_07338,P_1107,제주도독채펜션 돌담감성숙소 밭담점
A_07339,P_1107,민박
A_07340,P_1108,독채펜션
A_07341,P_1108,단독펜션
A_07342,P_1108,펜션
A_07343,P_1108,숙소
A_07344,P_1108,제주독채펜션자쿠지감성숙소구르미별동
A_07345,P_1108,민박
A_07346,P_1109,제주돌체펜션
A_07347,P_1109,독채펜션
A_07348,P_1109,단독펜션
A_07349,P_1109,펜션
A_07350,P_1109,숙소
A_07351,P_1109,민박
A_07352,P_1110,독채펜션
A_07353,P_1110,단독펜션
A_07354,P_1110,제주브리즈
A_07355,P_1110,펜션
A_07356,P_1110,숙소
A_07357,P_1110,민박
A_07358,P_1111,독채펜션
A_07359,P_1111,단독펜션
A_07360,P_1111,숙소
A_07361,P_1111,펜션
A_07362,P_1111,제주오션뷰2차
A_07363,P_1111,민박
A_07364,P_1112,제주올레돔
A_07365,P_1112,독채펜션
A_07366,P_1112,단독펜션
A_07367,P_1112,펜션
A_07368,P_1112,제주올레돔 풀빌라 독채펜션
A_07369,P_1112,숙소
A_07370,P_1112,민박
A_07371,P_1113,제주의시간은느리다
A_07372,P_1113,게하
A_07373,P_1113,게스트하우스
A_07374,P_1113,배낭여행
A_07375,P_1113,도미토리
A_07376,P_1113,숙소
A_07377,P_1114,독채펜션
A_07378,P_1114,단독펜션
A_07379,P_1114,펜션
A_07380,P_1114,숙소
A_07381,P_1114,제주프로포즈풀빌라
A_07382,P_1114,민박
A_07383,P_1115,제주하나리조트
A_07384,P_1115,생활형숙박시설
A_07385,P_1116,제주해비치리조트모루
A_07386,P_1116,콘도
A_07387,P_1116,"콘도,리조트부속건물"
A_07388,P_1117,종달 오션뷰펜션
A_07389,P_1117,독채펜션
A_07390,P_1117,단독펜션
A_07391,P_1117,펜션
A_07392,P_1117,종달
A_07393,P_1117,숙소
A_07394,P_1117,민박
A_07395,P_1118,독채펜션
A_07396,P_1118,단독펜션
A_07397,P_1118,펜션
A_07398,P_1118,종달별장
A_07399,P_1118,숙소
A_07400,P_1118,민박
A_07401,P_1119,독채펜션
A_07402,P_1119,단독펜션
A_07403,P_1119,펜션
A_07404,P_1119,지깍
A_07405,P_1119,숙소
A_07406,P_1119,민박
A_07407,P_1120,펜션
A_07408,P_1120,농어촌민박
A_07409,P_1120,숙소
A_07410,P_1120,진사민박
A_07411,P_1120,민박
A_07412,P_1121,초롱민박
A_07413,P_1121,펜션
A_07414,P_1121,농어촌민박
A_07415,P_1121,숙소
A_07416,P_1121,민박
A_07417,P_1122,게하
A_07418,P_1122,게스트하우스
A_07419,P_1122,초원게스트하우스
A_07420,P_1122,배낭여행
A_07421,P_1122,도미토리
A_07422,P_1122,숙소
A_07423,P_1123,독채펜션
A_07424,P_1123,단독펜션
A_07425,P_1123,펜션
A_07426,P_1123,초원빌리지
A_07427,P_1123,숙소
A_07428,P_1123,민박
A_07429,P_1124,콘도미니엄
A_07430,P_1124,리조트
A_07431,P_1124,콘도
A_07432,P_1124,숙소
A_07433,P_1124,취다선
A_07434,P_1124,"콘도,리조트"
A_07435,P_1124,호캉스
A_07436,P_1124,취다선 리조트
A_07437,P_1125,호텔
A_07438,P_1125,특급호텔
A_07439,P_1125,성급호텔
A_07440,P_1125,호캉스
A_07441,P_1125,카세로지
A_07442,P_1125,숙소
A_07443,P_1126,호텔
A_07444,P_1126,특급호텔
A_07445,P_1126,코델리아호텔
A_07446,P_1126,성급호텔
A_07447,P_1126,호캉스
A_07448,P_1126,숙소
A_07449,P_1127,성급호텔
A_07450,P_1127,호텔
A_07451,P_1127,코업시티호텔 성산
A_07452,P_1127,특급호텔
A_07453,P_1127,코업시티호텔
A_07454,P_1127,호캉스
A_07455,P_1127,숙소
A_07456,P_1128,독채펜션
A_07457,P_1128,단독펜션
A_07458,P_1128,펜션
A_07459,P_1128,코코
A_07460,P_1128,코코 풀빌라펜션
A_07461,P_1128,숙소
A_07462,P_1128,민박
A_07463,P_1129,코코코
A_07464,P_1129,펜션
A_07465,P_1129,농어촌민박
A_07466,P_1129,숙소
A_07467,P_1129,민박
A_07468,P_1130,독채펜션
A_07469,P_1130,단독펜션
A_07470,P_1130,크리스마스리조트
A_07471,P_1130,펜션
A_07472,P_1130,숙소
A_07473,P_1130,민박
A_07474,P_1131,독채펜션
A_07475,P_1131,단독펜션
A_07476,P_1131,터낭하우스
A_07477,P_1131,터낭하우스 오션뷰펜션
A_07478,P_1131,펜션
A_07479,P_1131,숙소
A_07480,P_1131,민박
A_07481,P_1132,토끼풀민박
A_07482,P_1132,펜션
A_07483,P_1132,농어촌민박
A_07484,P_1132,숙소
A_07485,P_1132,민박
A_07486,P_1133,독채펜션
A_07487,P_1133,단독펜션
A_07488,P_1133,펜션
A_07489,P_1133,투스프링베어
A_07490,P_1133,숙소
A_07491,P_1133,민박
A_07492,P_1134,평평스테이
A_07493,P_1134,독채펜션
A_07494,P_1134,단독펜션
A_07495,P_1134,펜션
A_07496,P_1134,숙소
A_07497,P_1134,민박
A_07498,P_1135,포르투나스테이인표선
A_07499,P_1135,독채펜션
A_07500,P_1135,단독펜션
A_07501,P_1135,펜션
A_07502,P_1135,숙소
A_07503,P_1135,민박
A_07504,P_1136,독채펜션
A_07505,P_1136,단독펜션
A_07506,P_1136,펜션
A_07507,P_1136,숙소
A_07508,P_1136,표선맨션
A_07509,P_1136,민박
A_07510,P_1137,표선민박
A_07511,P_1137,독채펜션
A_07512,P_1137,단독펜션
A_07513,P_1137,펜션
A_07514,P_1137,숙소
A_07515,P_1137,민박
A_07516,P_1138,야영
A_07517,P_1138,"야영,캠핑장"
A_07518,P_1138,표선해수욕장
A_07519,P_1138,캠핑장
A_07520,P_1138,차박
A_07521,P_1138,글램핑
A_07522,P_1138,오토캠핑장
A_07523,P_1138,야영장
A_07524,P_1139,푸른섬 게스트하우스
A_07525,P_1139,게하
A_07526,P_1139,푸른섬
A_07527,P_1139,게스트하우스
A_07528,P_1139,배낭여행
A_07529,P_1139,도미토리
A_07530,P_1139,숙소
A_07531,P_1140,플라이진하우스 제주김녕숙소 플라이진하우스 가족온돌펜션
A_07532,P_1140,독채펜션
A_07533,P_1140,플라이진하우스
A_07534,P_1140,단독펜션
A_07535,P_1140,펜션
A_07536,P_1140,숙소
A_07537,P_1140,민박
A_07538,P_1141,호텔
A_07539,P_1141,특급호텔
A_07540,P_1141,플레이스 캠프 제주
A_07541,P_1141,플레이스
A_07542,P_1141,성급호텔
A_07543,P_1141,호캉스
A_07544,P_1141,숙소
A_07545,P_1142,게하
A_07546,P_1142,게스트하우스
A_07547,P_1142,하늘아래게스트하우스
A_07548,P_1142,배낭여행
A_07549,P_1142,도미토리
A_07550,P_1142,숙소
A_07551,P_1143,독채펜션
A_07552,P_1143,단독펜션
A_07553,P_1143,숙소
A_07554,P_1143,펜션
A_07555,P_1143,하늘이펜션
A_07556,P_1143,민박
A_07557,P_1144,하도기록
A_07558,P_1144,펜션
A_07559,P_1144,농어촌민박
A_07560,P_1144,숙소
A_07561,P_1144,민박
A_07562,P_1145,독채펜션
A_07563,P_1145,단독펜션
A_07564,P_1145,펜션
A_07565,P_1145,하도르방
A_07566,P_1145,숙소
A_07567,P_1145,민박
A_07568,P_1146,독채펜션
A_07569,P_1146,단독펜션
A_07570,P_1146,민박
A_07571,P_1146,펜션
A_07572,P_1146,숙소
A_07573,P_1146,하도리보통날
A_07574,P_1147,펜션
A_07575,P_1147,농어촌민박
A_07576,P_1147,숙소
A_07577,P_1147,하도리오길잘했어
A_07578,P_1147,민박
A_07579,P_1148,독채펜션
A_07580,P_1148,단독펜션
A_07581,P_1148,하도리움 제주 감성숙소
A_07582,P_1148,펜션
A_07583,P_1148,숙소
A_07584,P_1148,하도리움
A_07585,P_1148,민박
A_07586,P_1149,하도에서
A_07587,P_1149,펜션
A_07588,P_1149,농어촌민박
A_07589,P_1149,숙소
A_07590,P_1149,민박
A_07591,P_1150,하우목길52
A_07592,P_1150,펜션
A_07593,P_1150,농어촌민박
A_07594,P_1150,숙소
A_07595,P_1150,민박
A_07596,P_1151,하우스마지
A_07597,P_1151,펜션
A_07598,P_1151,농어촌민박
A_07599,P_1151,숙소
A_07600,P_1151,민박
A_07601,P_1152,한달살기 김군펜션
A_07602,P_1152,민박
A_07603,P_1152,펜션
A_07604,P_1152,농어촌민박
A_07605,P_1152,숙소
A_07606,P_1152,한달살기
A_07607,P_1153,독채펜션
A_07608,P_1153,단독펜션
A_07609,P_1153,펜션
A_07610,P_1153,숙소
A_07611,P_1153,해뜨는성
A_07612,P_1153,민박
A_07613,P_1154,독채펜션
A_07614,P_1154,단독펜션
A_07615,P_1154,펜션
A_07616,P_1154,해뜨는집
A_07617,P_1154,숙소
A_07618,P_1154,민박
A_07619,P_1155,해비치 호텔&amp;리조트 제주
A_07620,P_1155,해비치
A_07621,P_1155,호텔
A_07622,P_1155,특급호텔
A_07623,P_1155,성급호텔
A_07624,P_1155,호캉스
A_07625,P_1155,숙소
A_07626,P_1156,뷔페
A_07627,P_1156,해비치 호텔&amp;리조트 제주 섬모라
A_07628,P_1156,해비치
A_07629,P_1156,무한리필
A_07630,P_1156,샐러드바
A_07631,P_1156,한식뷔페
A_07632,P_1157,독채펜션
A_07633,P_1157,단독펜션
A_07634,P_1157,펜션
A_07635,P_1157,호랑호랑펜션 제주성산점
A_07636,P_1157,숙소
A_07637,P_1157,호랑호랑펜션
A_07638,P_1157,민박
A_07639,P_1158,독채펜션
A_07640,P_1158,단독펜션
A_07641,P_1158,민박
A_07642,P_1158,펜션
A_07643,P_1158,호텔홀라인
A_07644,P_1158,숙소
A_07645,P_1158,호텔홀라인 평대점
A_07646,P_1159,콘도미니엄
A_07647,P_1159,리조트
A_07648,P_1159,콘도
A_07649,P_1159,숙소
A_07650,P_1159,"콘도,리조트"
A_07651,P_1159,훈데르트힐즈
A_07652,P_1159,호캉스
A_07653,P_1160,콘도미니엄
A_07654,P_1160,리조트
A_07655,P_1160,콘도
A_07656,P_1160,숙소
A_07657,P_1160,휘닉스
A_07658,P_1160,"콘도,리조트"
A_07659,P_1160,휘닉스 아일랜드
A_07660,P_1160,호캉스
A_07661,P_1161,비빔국수
A_07662,P_1161,멸치국수
A_07663,P_1161,한식
A_07664,P_1161,064바당
A_07665,P_1161,국수
A_07666,P_1161,고기국수
A_07667,P_1161,면요리
A_07668,P_1162,커피
A_07669,P_1162,케이크
A_07670,P_1162,베이커리
A_07671,P_1162,"제과,베이커리"
A_07672,P_1162,가는곶
A_07673,P_1162,간식
A_07674,P_1162,카페추천
A_07675,P_1162,베이커리카페
A_07676,P_1162,커피전문점
A_07677,P_1162,원두커피
A_07678,P_1162,빵
A_07679,P_1162,카페
A_07680,P_1162,쿠키
A_07681,P_1162,디저트
A_07682,P_1162,가는곶 세화
A_07683,P_1162,빵집
A_07684,P_1162,제과
A_07685,P_1163,가스름식당
A_07686,P_1163,한식
A_07687,P_1164,커피
A_07688,P_1164,원두커피
A_07689,P_1164,카페추천
A_07690,P_1164,카페
A_07691,P_1164,가시림
A_07692,P_1164,가시림 카페
A_07693,P_1164,커피전문점
A_07694,P_1165,한식
A_07695,P_1165,가시식당
A_07696,P_1166,가시아방국수
A_07697,P_1166,비빔국수
A_07698,P_1166,멸치국수
A_07699,P_1166,한식
A_07700,P_1166,국수
A_07701,P_1166,고기국수
A_07702,P_1166,면요리
A_07703,P_1167,갈매기팸세화본점
A_07704,P_1168,해물
A_07705,P_1168,고등어조림
A_07706,P_1168,한식
A_07707,P_1168,횟집
A_07708,P_1168,생선
A_07709,P_1168,활어회
A_07710,P_1168,해산물
A_07711,P_1168,회
A_07712,P_1168,갈치조림
A_07713,P_1168,사시미
A_07714,P_1168,검은여식당
A_07715,P_1168,갈치구이
A_07716,P_1168,수산물
A_07717,P_1168,"해물,생선"
A_07718,P_1169,경미네집
A_07719,P_1169,한식
A_07720,P_1170,커피
A_07721,P_1170,원두커피
A_07722,P_1170,카페추천
A_07723,P_1170,카페
A_07724,P_1170,커피전문점
A_07725,P_1170,고사리커피
A_07726,P_1171,"육류,고기"
A_07727,P_1171,고수목마식당
A_07728,P_1171,한식
A_07729,P_1171,육류
A_07730,P_1171,고기
A_07731,P_1172,고등어조림
A_07732,P_1172,생선
A_07733,P_1172,활어회
A_07734,P_1172,해산물
A_07735,P_1172,회
A_07736,P_1172,갈치회
A_07737,P_1172,사시미
A_07738,P_1172,갈치구이
A_07739,P_1172,해물
A_07740,P_1172,고등어회
A_07741,P_1172,한식
A_07742,P_1172,딱새우회
A_07743,P_1172,횟집
A_07744,P_1172,물회
A_07745,P_1172,갈치조림
A_07746,P_1172,곰막식당
A_07747,P_1172,수산물
A_07748,P_1172,"해물,생선"
A_07749,P_1173,고등어조림
A_07750,P_1173,생선
A_07751,P_1173,활어회
A_07752,P_1173,해산물
A_07753,P_1173,회
A_07754,P_1173,갈치회
A_07755,P_1173,사시미
A_07756,P_1173,갈치구이
A_07757,P_1173,광어다
A_07758,P_1173,해물
A_07759,P_1173,고등어회
A_07760,P_1173,한식
A_07761,P_1173,딱새우회
A_07762,P_1173,횟집
A_07763,P_1173,물회
A_07764,P_1173,갈치조림
A_07765,P_1173,광어다 표선 본점
A_07766,P_1173,수산물
A_07767,P_1173,"해물,생선"
A_07768,P_1174,괸당집
A_07769,P_1174,"육류,고기"
A_07770,P_1174,삼겹살
A_07771,P_1174,한식
A_07772,P_1174,육류
A_07773,P_1174,괸당집 성산점
A_07774,P_1174,고기
A_07775,P_1175,커피
A_07776,P_1175,원두커피
A_07777,P_1175,카페추천
A_07778,P_1175,카페
A_07779,P_1175,커피전문점
A_07780,P_1175,구씨커피로스터스
A_07781,P_1176,구좌 우럭튀김 영희네우럭명가 세화점
A_07782,P_1176,구좌
A_07783,P_1177,커피
A_07784,P_1177,원두커피
A_07785,P_1177,카페추천
A_07786,P_1177,카페
A_07787,P_1177,구좌 종달리카페 공회당
A_07788,P_1177,커피전문점
A_07789,P_1177,구좌
A_07790,P_1178,어묵
A_07791,P_1178,김밥
A_07792,P_1178,분식
A_07793,P_1178,떡볶이
A_07794,P_1178,튀김
A_07795,P_1178,구좌김밥
A_07796,P_1179,파스타
A_07797,P_1179,서양음식
A_07798,P_1179,스테이크
A_07799,P_1179,양식
A_07800,P_1179,구좌지앵
A_07801,P_1180,중국요리
A_07802,P_1180,중식
A_07803,P_1180,국풍반점
A_07804,P_1181,커피
A_07805,P_1181,원두커피
A_07806,P_1181,카페추천
A_07807,P_1181,카페
A_07808,P_1181,커피전문점
A_07809,P_1181,그계절
A_07810,P_1182,그릉그릉 파스타가게
A_07811,P_1182,파스타
A_07812,P_1182,서양음식
A_07813,P_1182,양식
A_07814,P_1182,그릉그릉
A_07815,P_1182,스테이크
A_07816,P_1182,이탈리안
A_07817,P_1183,커피
A_07818,P_1183,원두커피
A_07819,P_1183,카페추천
A_07820,P_1183,그초록
A_07821,P_1183,카페
A_07822,P_1183,커피전문점
A_07823,P_1184,일식
A_07824,P_1184,김녕빗소리
A_07825,P_1184,덴푸라
A_07826,P_1184,사시미
A_07827,P_1184,일식집
A_07828,P_1184,일본요리
A_07829,P_1184,스시
A_07830,P_1185,커피
A_07831,P_1185,케이크
A_07832,P_1185,베이커리
A_07833,P_1185,"제과,베이커리"
A_07834,P_1185,간식
A_07835,P_1185,카페추천
A_07836,P_1185,베이커리카페
A_07837,P_1185,커피전문점
A_07838,P_1185,원두커피
A_07839,P_1185,김녕빵집
A_07840,P_1185,빵
A_07841,P_1185,카페
A_07842,P_1185,쿠키
A_07843,P_1185,디저트
A_07844,P_1185,빵집
A_07845,P_1185,제과
A_07846,P_1186,커피
A_07847,P_1186,원두커피
A_07848,P_1186,카페추천
A_07849,P_1186,김녕에사는김영훈
A_07850,P_1186,카페
A_07851,P_1186,커피전문점
A_07852,P_1187,김녕제주흑돼지정육점식당
A_07853,P_1188,나목도식당
A_07854,P_1188,한식
A_07855,P_1189,고등어조림
A_07856,P_1189,생선
A_07857,P_1189,활어회
A_07858,P_1189,해산물
A_07859,P_1189,회
A_07860,P_1189,갈치회
A_07861,P_1189,사시미
A_07862,P_1189,갈치구이
A_07863,P_1189,남양수산
A_07864,P_1189,해물
A_07865,P_1189,고등어회
A_07866,P_1189,한식
A_07867,P_1189,딱새우회
A_07868,P_1189,횟집
A_07869,P_1189,물회
A_07870,P_1189,갈치조림
A_07871,P_1189,수산물
A_07872,P_1189,"해물,생선"
A_07873,P_1190,늘보의작업실
A_07874,P_1190,파스타
A_07875,P_1190,서양음식
A_07876,P_1190,스테이크
A_07877,P_1190,양식
A_07878,P_1191,한식
A_07879,P_1191,다시버시
A_07880,P_1192,다온돼지국밥
A_07881,P_1192,한식
A_07882,P_1193,커피
A_07883,P_1193,원두커피
A_07884,P_1193,카페추천
A_07885,P_1193,카페
A_07886,P_1193,커피전문점
A_07887,P_1193,달비치카페
A_07888,P_1194,닭요리
A_07889,P_1194,치킨
A_07890,P_1194,닭다리먹고맴맴
A_07891,P_1194,프라이드
A_07892,P_1194,양념치킨
A_07893,P_1194,후라이드
A_07894,P_1194,닭
A_07895,P_1195,비빔국수
A_07896,P_1195,멸치국수
A_07897,P_1195,한식
A_07898,P_1195,국수
